Group_Number,Group_Index,PathName_Nuclei,PathName_pAKT,FileName_Nuclei,FileName_pAKT,Metadata_Barcode,Metadata_Column,Metadata_CreationDate,Metadata_CreationTime,Metadata_FieldIndex,Metadata_ImagingComputer,Metadata_PlateSize,Metadata_RowNumber
703,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 37(fld 1 wv DAPI - DAPI).tif,X - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
704,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 38(fld 1 wv DAPI - DAPI).tif,X - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
705,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 39(fld 1 wv DAPI - DAPI).tif,X - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
706,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 4(fld 1 wv DAPI - DAPI).tif,X - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
707,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 40(fld 1 wv DAPI - DAPI).tif,X - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
708,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 41(fld 1 wv DAPI - DAPI).tif,X - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
709,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 42(fld 1 wv DAPI - DAPI).tif,X - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
710,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 5(fld 1 wv DAPI - DAPI).tif,X - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
711,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 6(fld 1 wv DAPI - DAPI).tif,X - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
712,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 7(fld 1 wv DAPI - DAPI).tif,X - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
713,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 8(fld 1 wv DAPI - DAPI).tif,X - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
714,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,X - 9(fld 1 wv DAPI - DAPI).tif,X - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,24
715,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 1(fld 1 wv DAPI - DAPI).tif,Y - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
716,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 10(fld 1 wv DAPI - DAPI).tif,Y - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
717,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 11(fld 1 wv DAPI - DAPI).tif,Y - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
718,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 12(fld 1 wv DAPI - DAPI).tif,Y - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
719,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 13(fld 1 wv DAPI - DAPI).tif,Y - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
720,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 14(fld 1 wv DAPI - DAPI).tif,Y - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
721,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 15(fld 1 wv DAPI - DAPI).tif,Y - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
722,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 16(fld 1 wv DAPI - DAPI).tif,Y - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
723,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 17(fld 1 wv DAPI - DAPI).tif,Y - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
724,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 18(fld 1 wv DAPI - DAPI).tif,Y - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
725,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 19(fld 1 wv DAPI - DAPI).tif,Y - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
726,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 2(fld 1 wv DAPI - DAPI).tif,Y - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
727,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 20(fld 1 wv DAPI - DAPI).tif,Y - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
728,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 21(fld 1 wv DAPI - DAPI).tif,Y - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
729,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 22(fld 1 wv DAPI - DAPI).tif,Y - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
730,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 23(fld 1 wv DAPI - DAPI).tif,Y - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
731,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 24(fld 1 wv DAPI - DAPI).tif,Y - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
732,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 25(fld 1 wv DAPI - DAPI).tif,Y - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
733,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 26(fld 1 wv DAPI - DAPI).tif,Y - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
734,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 27(fld 1 wv DAPI - DAPI).tif,Y - 27(fld 1 wv FITC - FITC).tif,VB00021880,27,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
735,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 28(fld 1 wv DAPI - DAPI).tif,Y - 28(fld 1 wv FITC - FITC).tif,VB00021880,28,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
736,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 29(fld 1 wv DAPI - DAPI).tif,Y - 29(fld 1 wv FITC - FITC).tif,VB00021880,29,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
737,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 3(fld 1 wv DAPI - DAPI).tif,Y - 3(fld 1 wv FITC - FITC).tif,VB00021880,3,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
738,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 30(fld 1 wv DAPI - DAPI).tif,Y - 30(fld 1 wv FITC - FITC).tif,VB00021880,30,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
739,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 31(fld 1 wv DAPI - DAPI).tif,Y - 31(fld 1 wv FITC - FITC).tif,VB00021880,31,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
740,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 32(fld 1 wv DAPI - DAPI).tif,Y - 32(fld 1 wv FITC - FITC).tif,VB00021880,32,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
741,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 33(fld 1 wv DAPI - DAPI).tif,Y - 33(fld 1 wv FITC - FITC).tif,VB00021880,33,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
742,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 34(fld 1 wv DAPI - DAPI).tif,Y - 34(fld 1 wv FITC - FITC).tif,VB00021880,34,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
743,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 35(fld 1 wv DAPI - DAPI).tif,Y - 35(fld 1 wv FITC - FITC).tif,VB00021880,35,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
744,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 36(fld 1 wv DAPI - DAPI).tif,Y - 36(fld 1 wv FITC - FITC).tif,VB00021880,36,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
745,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 37(fld 1 wv DAPI - DAPI).tif,Y - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
746,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 38(fld 1 wv DAPI - DAPI).tif,Y - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
747,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 39(fld 1 wv DAPI - DAPI).tif,Y - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
748,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 4(fld 1 wv DAPI - DAPI).tif,Y - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
749,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 40(fld 1 wv DAPI - DAPI).tif,Y - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
750,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 41(fld 1 wv DAPI - DAPI).tif,Y - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
751,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 42(fld 1 wv DAPI - DAPI).tif,Y - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
752,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 5(fld 1 wv DAPI - DAPI).tif,Y - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
753,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 6(fld 1 wv DAPI - DAPI).tif,Y - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
754,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 7(fld 1 wv DAPI - DAPI).tif,Y - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
755,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 8(fld 1 wv DAPI - DAPI).tif,Y - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
756,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Y - 9(fld 1 wv DAPI - DAPI).tif,Y - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,25
757,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 1(fld 1 wv DAPI - DAPI).tif,Z - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
758,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 10(fld 1 wv DAPI - DAPI).tif,Z - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
759,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 11(fld 1 wv DAPI - DAPI).tif,Z - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
760,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 12(fld 1 wv DAPI - DAPI).tif,Z - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
761,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 13(fld 1 wv DAPI - DAPI).tif,Z - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
762,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 14(fld 1 wv DAPI - DAPI).tif,Z - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
763,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 15(fld 1 wv DAPI - DAPI).tif,Z - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
764,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 16(fld 1 wv DAPI - DAPI).tif,Z - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
765,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 17(fld 1 wv DAPI - DAPI).tif,Z - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
766,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 18(fld 1 wv DAPI - DAPI).tif,Z - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
767,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 19(fld 1 wv DAPI - DAPI).tif,Z - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
768,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 2(fld 1 wv DAPI - DAPI).tif,Z - 2(fld 1 wv FITC - FITC).tif,VB00021880,2,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
769,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 20(fld 1 wv DAPI - DAPI).tif,Z - 20(fld 1 wv FITC - FITC).tif,VB00021880,20,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
770,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 21(fld 1 wv DAPI - DAPI).tif,Z - 21(fld 1 wv FITC - FITC).tif,VB00021880,21,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
771,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 22(fld 1 wv DAPI - DAPI).tif,Z - 22(fld 1 wv FITC - FITC).tif,VB00021880,22,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
772,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 23(fld 1 wv DAPI - DAPI).tif,Z - 23(fld 1 wv FITC - FITC).tif,VB00021880,23,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
773,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 24(fld 1 wv DAPI - DAPI).tif,Z - 24(fld 1 wv FITC - FITC).tif,VB00021880,24,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
774,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 25(fld 1 wv DAPI - DAPI).tif,Z - 25(fld 1 wv FITC - FITC).tif,VB00021880,25,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
775,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 26(fld 1 wv DAPI - DAPI).tif,Z - 26(fld 1 wv FITC - FITC).tif,VB00021880,26,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
776,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 27(fld 1 wv DAPI - DAPI).tif,Z - 27(fld 1 wv FITC - FITC).tif,VB00021880,27,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
777,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 28(fld 1 wv DAPI - DAPI).tif,Z - 28(fld 1 wv FITC - FITC).tif,VB00021880,28,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
778,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 29(fld 1 wv DAPI - DAPI).tif,Z - 29(fld 1 wv FITC - FITC).tif,VB00021880,29,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
779,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 3(fld 1 wv DAPI - DAPI).tif,Z - 3(fld 1 wv FITC - FITC).tif,VB00021880,3,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
780,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 30(fld 1 wv DAPI - DAPI).tif,Z - 30(fld 1 wv FITC - FITC).tif,VB00021880,30,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
781,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 31(fld 1 wv DAPI - DAPI).tif,Z - 31(fld 1 wv FITC - FITC).tif,VB00021880,31,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
782,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 32(fld 1 wv DAPI - DAPI).tif,Z - 32(fld 1 wv FITC - FITC).tif,VB00021880,32,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
783,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 33(fld 1 wv DAPI - DAPI).tif,Z - 33(fld 1 wv FITC - FITC).tif,VB00021880,33,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
784,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 34(fld 1 wv DAPI - DAPI).tif,Z - 34(fld 1 wv FITC - FITC).tif,VB00021880,34,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
785,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 35(fld 1 wv DAPI - DAPI).tif,Z - 35(fld 1 wv FITC - FITC).tif,VB00021880,35,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
786,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 36(fld 1 wv DAPI - DAPI).tif,Z - 36(fld 1 wv FITC - FITC).tif,VB00021880,36,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
787,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 37(fld 1 wv DAPI - DAPI).tif,Z - 37(fld 1 wv FITC - FITC).tif,VB00021880,37,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
788,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 38(fld 1 wv DAPI - DAPI).tif,Z - 38(fld 1 wv FITC - FITC).tif,VB00021880,38,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
789,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 39(fld 1 wv DAPI - DAPI).tif,Z - 39(fld 1 wv FITC - FITC).tif,VB00021880,39,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
790,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 4(fld 1 wv DAPI - DAPI).tif,Z - 4(fld 1 wv FITC - FITC).tif,VB00021880,4,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
791,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 40(fld 1 wv DAPI - DAPI).tif,Z - 40(fld 1 wv FITC - FITC).tif,VB00021880,40,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
792,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 41(fld 1 wv DAPI - DAPI).tif,Z - 41(fld 1 wv FITC - FITC).tif,VB00021880,41,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
793,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 42(fld 1 wv DAPI - DAPI).tif,Z - 42(fld 1 wv FITC - FITC).tif,VB00021880,42,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
794,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 5(fld 1 wv DAPI - DAPI).tif,Z - 5(fld 1 wv FITC - FITC).tif,VB00021880,5,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
795,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 6(fld 1 wv DAPI - DAPI).tif,Z - 6(fld 1 wv FITC - FITC).tif,VB00021880,6,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
796,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 7(fld 1 wv DAPI - DAPI).tif,Z - 7(fld 1 wv FITC - FITC).tif,VB00021880,7,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
797,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 8(fld 1 wv DAPI - DAPI).tif,Z - 8(fld 1 wv FITC - FITC).tif,VB00021880,8,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
798,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,Z - 9(fld 1 wv DAPI - DAPI).tif,Z - 9(fld 1 wv FITC - FITC).tif,VB00021880,9,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,26
799,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 1(fld 1 wv DAPI - DAPI).tif,AA - 1(fld 1 wv FITC - FITC).tif,VB00021880,1,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
800,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 10(fld 1 wv DAPI - DAPI).tif,AA - 10(fld 1 wv FITC - FITC).tif,VB00021880,10,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
801,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 11(fld 1 wv DAPI - DAPI).tif,AA - 11(fld 1 wv FITC - FITC).tif,VB00021880,11,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
802,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 12(fld 1 wv DAPI - DAPI).tif,AA - 12(fld 1 wv FITC - FITC).tif,VB00021880,12,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
803,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 13(fld 1 wv DAPI - DAPI).tif,AA - 13(fld 1 wv FITC - FITC).tif,VB00021880,13,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
804,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 14(fld 1 wv DAPI - DAPI).tif,AA - 14(fld 1 wv FITC - FITC).tif,VB00021880,14,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
805,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 15(fld 1 wv DAPI - DAPI).tif,AA - 15(fld 1 wv FITC - FITC).tif,VB00021880,15,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
806,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 16(fld 1 wv DAPI - DAPI).tif,AA - 16(fld 1 wv FITC - FITC).tif,VB00021880,16,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
807,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 17(fld 1 wv DAPI - DAPI).tif,AA - 17(fld 1 wv FITC - FITC).tif,VB00021880,17,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
808,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 18(fld 1 wv DAPI - DAPI).tif,AA - 18(fld 1 wv FITC - FITC).tif,VB00021880,18,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
809,1,\\our.lab.share\incell\vb00021880,\\our.lab.share\incell\vb00021880,AA - 19(fld 1 wv DAPI - DAPI).tif,AA - 19(fld 1 wv FITC - FITC).tif,VB00021880,19,5/15/2013,15:57:25,0,PHUSCA-W21701,1536,27
